sequence_id,5fold_seed1,5fold_seed2,5fold_seed3,5fold_seed4,5fold_seed5,5fold_seed6,5fold_seed7,5fold_seed8,5fold_seed9,5fold_seed10,5fold_seed2025
SEQ_056278,0,1,1,0,0,0,0,4,0,1,2
SEQ_056286,3,3,3,3,0,3,3,3,3,4,3
SEQ_056299,1,1,1,1,1,1,1,1,1,1,1
SEQ_056304,2,4,4,3,4,3,3,4,4,3,0
SEQ_056322,2,4,4,2,2,2,3,3,3,2,3
SEQ_056344,2,0,4,3,4,0,4,4,2,4,0
SEQ_056359,0,1,1,1,0,1,0,0,1,0,1
SEQ_056363,3,1,0,3,4,3,4,0,0,4,0
SEQ_056369,1,4,4,1,2,1,2,3,3,2,3
SEQ_056372,1,3,3,2,3,2,3,3,3,3,4
SEQ_056376,1,3,1,1,1,0,1,1,1,1,1
SEQ_056382,2,0,4,3,4,0,4,4,2,4,0
SEQ_056389,1,3,1,1,1,0,1,1,1,1,1
SEQ_056391,2,3,3,2,2,2,2,1,2,3,4
SEQ_056399,0,0,0,0,4,0,0,0,0,4,0
SEQ_056408,1,4,2,1,1,1,1,2,2,2,3
SEQ_056418,3,3,3,3,2,3,3,2,3,2,3
SEQ_056422,3,4,4,4,3,4,3,3,4,3,4
SEQ_056427,3,1,1,0,0,1,0,0,1,0,1
SEQ_056428,4,0,0,3,2,4,3,3,4,3,0
SEQ_056430,3,3,3,3,2,3,3,2,3,2,3
SEQ_056452,3,4,4,4,3,3,2,2,3,4,0
SEQ_056454,2,3,4,1,2,2,1,1,2,3,4
SEQ_056460,0,2,2,4,0,4,1,1,1,0,1
SEQ_056466,2,4,4,3,4,4,4,4,4,4,0
SEQ_056469,3,1,0,3,4,3,4,0,0,4,0
SEQ_056474,2,4,4,2,2,2,3,3,3,2,3
SEQ_056484,1,3,3,2,3,2,2,2,3,0,4
SEQ_056493,3,4,3,2,3,3,2,2,3,4,4
SEQ_056508,2,2,2,2,2,2,2,2,2,2,2
SEQ_056523,0,2,2,1,2,1,1,2,2,2,3
SEQ_056536,2,0,4,3,4,0,4,4,2,4,0
SEQ_056543,2,0,4,3,4,0,4,4,2,4,0
SEQ_056548,4,1,1,0,1,0,0,0,1,0,2
SEQ_056575,4,2,2,2,1,2,1,1,2,1,2
SEQ_056576,2,4,4,3,4,3,3,4,4,3,0
SEQ_056577,1,3,3,2,3,2,2,3,3,2,4
SEQ_056582,1,2,2,1,1,1,1,0,1,2,3
SEQ_056596,4,2,0,0,0,1,0,0,0,1,0
SEQ_056604,2,2,2,2,2,2,2,2,2,2,2
SEQ_056609,3,4,3,2,3,3,2,2,3,4,4
SEQ_056615,1,4,3,1,2,1,1,4,3,2,3
SEQ_056624,2,3,4,1,2,2,1,1,2,3,4
SEQ_056640,0,3,2,2,2,3,2,2,3,2,3
SEQ_056644,3,0,0,4,0,1,0,0,0,0,1
SEQ_056646,2,2,2,2,1,2,1,1,2,1,2
SEQ_056648,0,1,1,0,0,0,0,4,0,1,2
SEQ_056666,3,4,4,4,3,3,2,2,3,4,0
SEQ_056670,3,4,4,4,3,4,3,3,4,3,4
SEQ_056683,1,2,1,1,1,2,1,1,1,2,1
SEQ_056689,1,4,2,1,1,1,1,2,2,2,3
SEQ_056706,3,0,0,4,0,4,0,0,0,0,1
SEQ_056707,0,2,2,0,0,1,1,1,1,0,1
SEQ_056713,4,0,0,3,2,4,3,3,4,3,0
SEQ_056716,3,1,0,3,4,3,4,0,0,4,0
SEQ_056722,3,0,0,4,0,1,0,0,0,0,1
SEQ_056725,2,0,4,2,3,2,2,2,4,3,4
SEQ_056729,1,4,3,1,2,1,1,4,3,2,3
SEQ_056737,3,1,0,3,4,3,4,0,0,4,0
SEQ_056747,2,3,3,0,1,0,4,2,2,1,2
SEQ_056775,2,2,2,2,2,2,2,2,2,2,2
SEQ_056779,2,2,2,2,1,2,1,1,2,1,2
SEQ_056780,2,2,2,2,2,2,2,2,2,2,2
SEQ_056789,3,1,3,3,4,3,3,3,0,4,0
SEQ_056803,4,4,4,4,3,4,4,4,4,3,4
SEQ_056812,4,1,1,0,1,0,0,0,1,0,2
SEQ_056819,1,3,3,2,3,2,3,3,3,3,4
SEQ_056829,2,0,4,2,3,2,2,2,4,3,4
SEQ_056837,4,1,1,3,4,3,0,0,0,4,0
SEQ_056858,0,1,1,0,0,0,0,4,0,1,2
SEQ_056861,3,0,0,4,4,4,4,4,0,3,4
SEQ_056864,2,3,2,2,2,3,2,2,2,3,2
SEQ_056880,3,1,1,0,0,1,0,0,1,0,1
SEQ_056885,0,2,2,4,0,4,1,1,1,0,1
SEQ_056930,1,1,1,1,0,1,0,0,1,0,1
SEQ_056938,4,0,0,4,4,4,4,3,4,0,1
SEQ_056939,0,1,1,1,0,1,0,0,1,0,1
SEQ_056946,4,0,0,3,4,4,3,3,4,0,1
SEQ_056948,4,2,0,0,0,1,0,0,0,1,0
SEQ_056949,1,2,2,0,1,1,0,0,1,2,3
SEQ_056983,4,4,4,4,3,4,3,3,4,3,4
SEQ_056990,4,4,4,4,3,4,4,4,4,3,4
SEQ_056996,2,4,4,3,3,3,3,3,4,2,0
SEQ_057001,4,1,1,0,1,0,0,0,1,0,2
SEQ_057004,2,0,4,2,3,2,2,2,4,3,4
SEQ_057013,1,1,1,1,0,1,0,0,1,0,1
SEQ_057020,2,0,2,2,3,2,3,4,4,3,4
SEQ_057026,1,2,2,1,1,1,1,0,1,2,3
SEQ_057033,1,3,1,1,1,0,1,1,1,1,1
SEQ_057035,1,3,1,1,1,0,1,1,1,1,1
SEQ_057036,3,3,3,3,2,3,2,2,3,2,3
SEQ_057055,4,4,4,4,3,4,4,4,4,3,4
SEQ_057082,2,3,3,0,1,0,4,2,2,1,2
SEQ_057087,3,0,0,4,0,4,4,0,0,4,1
SEQ_057099,3,4,4,3,3,3,3,2,4,4,0
SEQ_057102,2,4,4,2,2,2,3,3,3,2,3
SEQ_057103,1,4,2,1,1,1,1,2,2,2,3
SEQ_057117,3,4,3,2,3,3,2,2,3,4,4
SEQ_057118,2,3,2,2,2,3,2,2,2,3,2
SEQ_057124,3,4,4,4,3,4,3,3,4,3,4
SEQ_057127,0,2,2,1,2,1,1,2,2,2,3
SEQ_057134,3,4,3,3,3,4,3,3,3,4,3
SEQ_057143,0,1,1,4,0,0,4,4,0,1,2
SEQ_057144,2,0,4,3,4,0,4,4,2,4,0
SEQ_057147,1,4,4,1,2,1,2,3,3,2,3
SEQ_057149,2,2,2,2,1,2,2,1,2,1,2
SEQ_057170,1,4,4,4,3,4,3,3,4,3,4
SEQ_057183,0,1,4,4,4,0,4,4,3,0,3
SEQ_057188,2,4,4,2,2,2,3,3,3,2,3
SEQ_057190,2,0,4,2,3,2,2,2,4,3,4
SEQ_057193,3,3,3,3,2,3,3,2,3,2,3
SEQ_057194,2,4,4,2,2,2,3,3,3,2,3
SEQ_057198,2,4,3,2,2,2,2,1,3,3,4
SEQ_057206,0,1,1,4,0,0,4,4,0,1,2
SEQ_057207,0,2,2,1,2,1,1,2,2,2,3
SEQ_057218,1,4,4,1,2,1,2,3,3,2,3
SEQ_057221,2,2,2,2,1,2,1,1,2,1,2
SEQ_057225,3,0,0,4,4,4,4,4,0,3,4
SEQ_057232,4,2,2,2,1,2,1,1,2,1,2
SEQ_057257,3,1,1,0,0,1,0,0,1,0,1
SEQ_057266,2,4,4,2,2,2,3,3,3,2,3
SEQ_057267,4,0,0,3,4,4,3,3,4,0,1
SEQ_057274,4,1,1,0,1,0,0,0,1,0,2
SEQ_057281,1,3,3,1,1,3,2,2,2,1,2
SEQ_057293,2,4,3,2,2,2,2,1,3,3,4
SEQ_057296,3,3,3,3,2,3,2,2,3,2,3
SEQ_057315,4,2,2,2,1,2,1,1,2,1,2
SEQ_057326,0,2,2,1,2,1,1,2,2,2,3
SEQ_057333,2,2,2,2,2,2,2,2,2,2,2
SEQ_057348,0,2,2,1,2,1,1,2,2,2,3
SEQ_057350,2,2,2,2,2,2,2,2,2,2,2
SEQ_057361,3,4,4,4,3,4,3,3,4,3,4
SEQ_057362,0,1,0,0,0,1,0,0,0,0,0
SEQ_057364,1,1,1,1,0,1,0,0,1,0,1
SEQ_057368,4,2,0,4,4,4,4,4,4,0,1
SEQ_057371,1,3,1,1,1,0,1,1,1,1,1
SEQ_057372,0,1,4,4,4,0,4,4,3,0,3
SEQ_057381,4,2,4,1,1,2,1,1,2,1,2
SEQ_057383,3,0,0,4,0,4,4,0,0,4,1
SEQ_057415,4,2,0,0,0,1,0,0,0,1,0
SEQ_057426,2,3,3,2,2,2,2,1,2,3,4
SEQ_057429,3,4,3,2,3,3,2,2,3,4,4
SEQ_057443,2,4,4,3,3,3,3,3,4,2,0
SEQ_057444,2,0,4,2,3,2,2,2,4,3,4
SEQ_057448,3,0,0,4,0,1,0,0,0,0,1
SEQ_057450,3,4,3,3,3,4,3,3,3,4,3
SEQ_057454,4,1,1,3,4,3,0,0,0,4,0
SEQ_057455,2,3,3,0,1,0,4,2,2,1,2
SEQ_057456,3,4,4,4,3,4,3,3,4,3,4
SEQ_057461,0,3,3,3,2,3,2,2,3,2,3
SEQ_057468,3,4,4,3,3,3,3,2,4,4,0
SEQ_057471,4,0,4,4,4,0,4,4,4,4,4
SEQ_057477,4,0,0,3,4,4,3,3,4,0,1
SEQ_057480,0,3,1,0,0,0,0,0,1,1,2
SEQ_057487,1,2,2,0,1,1,0,0,1,2,3
SEQ_057497,3,0,0,4,0,4,4,0,0,4,1
SEQ_057514,4,2,0,0,0,1,0,0,0,1,0
SEQ_057515,4,0,4,4,4,0,4,4,4,4,4
SEQ_057520,2,0,0,0,4,0,4,4,0,4,0
SEQ_057524,2,0,4,2,3,2,2,2,4,3,4
SEQ_057529,3,0,0,3,3,4,4,4,4,3,4
SEQ_057536,0,3,1,0,0,0,0,0,1,1,2
SEQ_057547,0,2,2,1,2,1,1,1,2,1,3
SEQ_057548,2,4,4,3,3,3,3,3,4,2,0
SEQ_057579,0,2,2,1,2,1,1,2,2,2,3
SEQ_057589,0,2,2,1,2,1,1,1,2,1,3
SEQ_057603,3,0,0,4,0,4,0,0,0,0,1
SEQ_057604,4,4,4,4,3,4,3,3,4,3,4
SEQ_057609,2,2,2,2,1,2,2,1,2,1,2
SEQ_057617,1,4,2,1,1,1,1,2,2,2,3
SEQ_057620,2,3,2,2,2,3,2,2,2,3,2
SEQ_057641,4,1,1,0,1,2,1,1,1,1,2
SEQ_057642,2,3,4,1,2,2,1,1,2,3,4
SEQ_057651,2,3,4,1,2,2,1,1,2,3,4
SEQ_057658,2,0,2,2,3,2,3,4,4,3,4
SEQ_057661,0,3,2,2,2,3,2,2,3,2,3
SEQ_057686,0,1,0,0,0,1,0,0,0,0,0
SEQ_057693,4,1,1,3,4,3,0,0,0,4,0
SEQ_057699,0,1,1,4,0,0,4,4,0,1,2
SEQ_057706,4,0,0,3,2,4,3,3,4,3,0
SEQ_057711,4,1,1,3,4,3,0,0,0,4,0
SEQ_057723,4,0,0,4,4,4,4,3,4,0,1
SEQ_057724,4,2,0,0,0,1,0,0,0,1,0
SEQ_057741,3,0,0,4,0,1,0,0,0,0,1
SEQ_057745,2,0,0,0,4,0,4,4,0,4,0
SEQ_057750,3,0,0,4,0,1,0,0,0,0,1
SEQ_057752,4,0,0,0,4,0,4,4,0,4,0
SEQ_057756,4,4,4,4,3,4,3,3,4,3,4
SEQ_057762,2,2,2,2,1,2,2,1,2,1,2
SEQ_057768,4,4,4,4,3,4,4,4,4,3,4
SEQ_057774,0,0,0,0,4,0,4,4,0,4,0
SEQ_057782,2,0,4,2,3,2,2,2,4,3,4
SEQ_057791,0,1,4,4,4,0,4,4,3,0,3
SEQ_057808,1,2,2,0,1,1,0,0,1,2,3
SEQ_057816,0,1,1,4,0,0,4,4,0,1,2
SEQ_057828,0,2,2,0,0,1,1,1,1,0,1
SEQ_057834,2,3,4,1,2,2,1,1,2,3,4
SEQ_057842,4,2,4,1,1,2,1,1,2,1,2
SEQ_057845,0,1,0,0,0,1,0,0,0,0,0
SEQ_057846,0,2,2,4,0,4,1,1,1,0,1
SEQ_057869,4,0,0,0,4,0,4,4,0,4,0
SEQ_057874,4,1,1,3,4,3,0,0,0,4,0
SEQ_057886,3,3,3,3,2,3,3,2,3,2,3
SEQ_057888,0,1,4,4,4,0,4,4,3,0,3
SEQ_057889,0,0,0,0,4,0,4,4,0,4,0
SEQ_057895,4,1,1,0,1,2,1,1,1,1,2
SEQ_057897,1,4,3,2,3,4,3,3,4,3,4
SEQ_057903,1,4,3,2,3,4,3,3,4,3,4
SEQ_057909,1,2,2,0,1,1,0,0,1,2,3
SEQ_057910,3,0,0,4,4,4,4,4,0,3,4
SEQ_057936,0,0,0,0,4,0,0,0,0,4,0
SEQ_057941,0,0,0,0,4,0,4,4,0,4,0
SEQ_057946,3,4,3,2,3,3,2,2,3,4,4
SEQ_057956,1,3,3,2,3,2,2,2,3,0,4
SEQ_057957,4,2,0,4,4,4,4,4,4,0,1
SEQ_057960,2,2,2,2,1,2,1,1,2,1,2
SEQ_057961,4,1,1,0,1,0,0,0,1,0,2
SEQ_057972,4,4,4,4,3,4,3,3,4,3,4
SEQ_057978,4,0,0,0,4,0,4,4,0,4,0
SEQ_057985,1,2,1,1,1,2,1,1,1,2,1
SEQ_057987,1,3,3,2,3,2,2,2,3,0,4
SEQ_058013,2,4,4,3,4,3,3,4,4,3,0
SEQ_058015,0,2,2,0,0,1,1,1,1,0,1
SEQ_058030,1,1,1,1,0,1,0,0,1,0,1
SEQ_058065,0,3,2,2,2,3,2,2,3,2,3
SEQ_058092,3,4,3,2,3,3,2,2,3,4,4
SEQ_058107,4,1,1,4,4,0,0,0,0,4,2
SEQ_058110,3,4,3,3,3,4,3,3,3,4,3
SEQ_058118,4,2,2,2,1,2,1,1,2,1,2
SEQ_058127,2,0,4,2,3,2,2,2,4,3,4
SEQ_058128,4,0,0,3,2,4,3,3,4,3,0
SEQ_058131,4,1,1,4,4,0,0,0,0,4,2
SEQ_058134,4,0,0,4,4,4,4,3,4,0,1
SEQ_058157,0,3,2,2,2,3,2,2,3,2,3
SEQ_058162,1,3,3,2,3,2,2,3,3,2,4
SEQ_058166,4,0,0,3,4,4,3,3,4,0,1
SEQ_058174,3,1,3,3,4,3,3,3,0,4,0
SEQ_058181,0,2,2,4,0,4,1,1,1,0,1
SEQ_058188,0,2,2,1,2,1,1,2,2,2,3
SEQ_058194,0,2,2,0,0,1,1,1,1,0,1
SEQ_058195,0,3,2,2,2,3,2,2,3,2,3
SEQ_058208,1,2,2,1,1,1,1,0,1,2,3
SEQ_058214,1,1,1,1,0,1,1,3,1,0,1
SEQ_058216,1,1,1,1,0,1,1,3,1,0,1
SEQ_058223,1,3,3,2,3,2,2,3,3,2,4
SEQ_058227,3,1,3,3,4,3,3,3,0,4,0
SEQ_058241,4,1,1,0,1,0,0,0,1,0,2
SEQ_058242,0,3,1,0,0,0,0,0,1,1,2
SEQ_058250,2,4,3,2,2,2,2,1,3,3,4
SEQ_058253,0,0,0,0,4,0,0,0,0,4,0
SEQ_058262,0,2,2,1,2,1,1,2,2,2,3
SEQ_058279,0,1,1,0,0,0,0,4,0,1,2
SEQ_058280,3,1,1,0,0,1,0,0,1,0,1
SEQ_058294,0,2,2,1,2,3,2,2,2,2,3
SEQ_058310,1,4,4,1,2,1,2,3,3,2,3
SEQ_058311,3,3,3,3,2,3,3,2,3,2,3
SEQ_058326,0,1,1,1,0,1,0,0,1,0,1
SEQ_058337,4,1,1,0,1,2,1,1,1,1,2
SEQ_058372,1,3,3,2,3,2,3,3,3,3,4
SEQ_058379,2,4,3,2,2,2,2,1,3,3,4
SEQ_058380,2,3,3,0,1,0,4,2,2,1,2
SEQ_058391,0,3,3,3,2,3,2,2,3,2,3
SEQ_058414,1,4,2,1,1,1,1,2,2,2,3
SEQ_058416,4,4,4,4,3,4,3,3,4,3,4
SEQ_058417,3,1,0,3,4,3,4,0,0,4,0
SEQ_058432,4,1,1,0,1,0,0,1,1,1,2
SEQ_058439,2,4,3,2,2,2,2,1,3,3,4
SEQ_058471,4,0,0,0,4,0,4,4,0,4,0
SEQ_058483,4,4,4,4,3,4,3,3,4,3,4
SEQ_058513,1,2,1,1,1,2,1,1,1,2,1
SEQ_058518,0,2,2,4,0,4,1,1,1,0,1
SEQ_058532,0,0,0,0,4,0,4,4,0,4,0
SEQ_058553,2,3,3,0,1,0,4,2,2,1,2
SEQ_058557,4,2,0,0,0,1,0,0,0,1,0
SEQ_058570,1,4,2,1,1,1,1,2,2,2,3
SEQ_058575,2,0,0,0,4,0,4,4,0,4,0
SEQ_058579,2,0,2,2,3,2,3,4,4,3,4
SEQ_058580,3,3,3,3,2,3,3,2,3,2,3
SEQ_058591,1,3,1,1,1,0,1,1,1,1,1
SEQ_058601,1,3,3,1,1,3,2,2,2,1,2
SEQ_058606,4,2,4,1,1,2,1,1,2,1,2
SEQ_058610,1,3,3,2,3,2,3,3,3,3,4
SEQ_058614,1,1,1,1,0,1,0,0,1,0,1
SEQ_058615,2,2,2,2,1,2,1,1,2,1,2
SEQ_058618,2,0,0,0,4,0,4,4,0,4,0
SEQ_058619,4,2,4,1,1,2,1,1,2,1,2
SEQ_058639,0,2,2,4,0,4,1,1,1,0,1
SEQ_058656,1,4,4,1,2,1,2,3,3,2,3
SEQ_058661,1,1,1,1,1,1,1,1,1,1,1
SEQ_058662,4,0,0,3,4,4,3,3,4,0,1
SEQ_058672,3,4,3,2,3,3,2,2,3,4,4
SEQ_058680,2,2,2,2,1,2,1,1,2,1,2
SEQ_058682,1,2,1,1,1,2,1,1,1,2,1
SEQ_058685,0,2,2,1,2,3,2,2,2,2,3
SEQ_058688,2,0,4,3,4,0,4,4,2,4,0
SEQ_058692,1,4,4,1,2,1,2,3,3,2,3
SEQ_058696,1,4,4,4,3,4,3,3,4,3,4
SEQ_058699,0,3,1,0,0,0,0,0,1,1,2
SEQ_058706,4,1,1,0,1,2,1,1,1,1,2
SEQ_058708,2,2,2,2,1,2,1,1,2,1,2
SEQ_058715,2,3,2,2,2,3,2,2,2,3,2
SEQ_058722,4,4,4,4,3,4,3,3,4,3,4
SEQ_058729,3,3,3,3,2,3,3,2,3,2,3
SEQ_058744,0,0,0,0,4,0,4,4,0,4,0
SEQ_058748,3,3,3,3,0,3,3,3,3,4,3
SEQ_058752,4,0,0,0,4,0,4,4,0,4,0
SEQ_058753,3,3,3,3,2,3,3,2,3,2,3
SEQ_058755,1,4,4,4,3,4,3,3,4,3,4
SEQ_058763,0,0,0,0,4,0,0,0,0,4,0
SEQ_058771,4,1,1,0,1,0,0,1,1,1,2
SEQ_058778,4,4,4,4,3,4,3,3,4,3,4
SEQ_058796,1,3,3,2,3,2,2,3,3,2,4
SEQ_058801,1,1,1,1,1,1,1,1,1,1,1
SEQ_058805,2,4,3,2,2,2,2,1,3,3,4
SEQ_058815,2,4,4,2,2,2,3,3,3,2,3
SEQ_058824,4,1,1,4,4,0,0,0,0,4,2
SEQ_058836,3,3,3,3,2,3,2,2,3,2,3
SEQ_058837,3,0,0,4,0,1,0,0,0,0,1
SEQ_058843,2,0,2,2,3,2,3,4,4,3,4
SEQ_058848,0,1,4,4,4,0,4,4,3,0,3
SEQ_058855,4,1,1,3,4,3,0,0,0,4,0
SEQ_058856,0,1,1,1,0,1,0,0,1,0,1
SEQ_058892,3,0,0,4,4,4,4,4,0,3,4
SEQ_058899,4,4,4,4,3,4,4,4,4,3,4
SEQ_058902,2,3,2,2,2,3,2,2,2,3,2
SEQ_058907,1,4,3,1,2,1,1,4,3,2,3
SEQ_058920,0,1,1,1,0,1,0,0,1,0,1
SEQ_058923,3,3,3,3,2,3,3,2,3,2,3
SEQ_058938,4,0,4,4,4,0,4,4,4,4,4
SEQ_058960,1,1,1,1,0,1,1,3,1,0,1
SEQ_058967,1,3,3,2,3,2,3,3,3,3,4
SEQ_058973,3,1,3,3,4,3,3,3,0,4,0
SEQ_058975,3,1,0,3,4,3,4,0,0,4,0
SEQ_058977,2,0,4,3,4,0,4,4,2,4,0
SEQ_058989,2,3,4,1,2,2,1,1,2,3,4
SEQ_059000,3,0,0,4,0,1,0,0,0,0,1
SEQ_059005,4,0,4,4,4,0,4,4,4,4,4
SEQ_059017,4,1,1,0,1,2,1,1,1,1,2
SEQ_059021,0,0,0,0,4,0,4,4,0,4,0
SEQ_059023,2,4,3,2,2,2,2,1,3,3,4
SEQ_059030,4,1,1,0,1,2,1,1,1,1,2
SEQ_059033,3,0,0,4,0,4,4,0,0,4,1
SEQ_059065,1,4,3,1,2,1,1,4,3,2,3
SEQ_059069,3,3,3,3,0,3,3,3,3,4,3
SEQ_059092,4,2,4,1,1,2,1,1,2,1,2
SEQ_059121,4,0,0,4,4,4,4,3,4,0,1
SEQ_059134,4,1,1,4,4,0,0,0,0,4,2
SEQ_059146,2,0,4,3,4,0,4,4,2,4,0
SEQ_059155,0,3,2,0,1,0,0,4,2,1,2
SEQ_059162,2,3,3,2,2,2,2,1,2,3,4
SEQ_059167,3,4,4,3,3,3,3,2,4,4,0
SEQ_059169,0,1,4,4,4,0,4,4,3,0,3
SEQ_059170,1,4,3,1,2,1,1,4,3,2,3
SEQ_059177,4,0,4,4,4,0,4,4,4,4,4
SEQ_059179,1,3,3,2,3,2,2,3,3,2,4
SEQ_059186,1,3,3,2,3,2,2,3,3,2,4
SEQ_059191,4,4,4,4,3,4,3,3,4,3,4
SEQ_059192,3,4,4,4,3,4,3,3,4,3,4
SEQ_059200,2,3,3,2,2,2,2,1,2,3,4
SEQ_059202,2,2,2,2,2,2,2,2,2,2,2
SEQ_059203,3,3,3,3,2,3,2,2,3,2,3
SEQ_059206,1,2,1,1,1,2,1,1,1,2,1
SEQ_059211,1,2,2,0,1,1,0,0,1,2,3
SEQ_059212,0,2,2,1,2,3,2,2,2,2,3
SEQ_059214,0,3,2,0,1,0,0,4,2,1,2
SEQ_059216,4,2,1,4,0,4,4,1,1,0,1
SEQ_059218,2,4,3,2,2,2,2,1,3,3,4
SEQ_059224,4,0,4,4,4,0,4,4,4,4,4
SEQ_059237,1,1,1,1,0,1,1,3,1,0,1
SEQ_059238,4,0,0,0,4,0,4,4,0,4,0
SEQ_059241,2,0,4,3,4,0,4,4,2,4,0
SEQ_059269,4,2,1,4,0,4,4,1,1,0,1
SEQ_059278,3,4,4,3,3,3,3,2,4,4,0
SEQ_059283,3,4,4,3,3,3,3,2,4,4,0
SEQ_059293,0,3,2,0,1,0,0,4,2,1,2
SEQ_059309,2,3,2,2,2,3,2,2,2,3,2
SEQ_059310,0,2,2,0,0,1,1,1,1,0,1
SEQ_059324,0,3,2,0,1,0,0,4,2,1,2
SEQ_059352,1,2,2,0,1,1,0,0,1,2,3
SEQ_059354,1,4,4,4,3,4,3,3,4,3,4
SEQ_059355,0,0,0,0,4,0,4,4,0,4,0
SEQ_059362,1,4,3,1,2,1,1,4,3,2,3
SEQ_059371,3,3,3,3,2,3,2,2,3,2,3
SEQ_059372,2,0,4,3,4,0,4,4,2,4,0
SEQ_059373,0,2,2,0,0,1,1,1,1,0,1
SEQ_059378,3,1,3,3,4,3,3,3,0,4,0
SEQ_059380,1,1,1,1,0,1,0,0,1,0,1
SEQ_059389,1,1,1,1,0,1,1,3,1,0,1
SEQ_059395,4,1,1,0,1,2,1,1,1,1,2
SEQ_059398,0,3,2,0,1,0,0,4,2,1,2
SEQ_059414,3,1,0,3,4,3,4,0,0,4,0
SEQ_059416,1,3,3,2,3,2,2,3,3,2,4
SEQ_059452,4,4,4,4,3,4,4,4,4,3,4
SEQ_059469,0,2,2,1,2,1,1,2,2,2,3
SEQ_059497,4,2,4,1,1,2,1,1,2,1,2
SEQ_059501,4,1,1,0,1,0,0,1,1,1,2
SEQ_059503,0,3,1,0,0,0,0,0,1,1,2
SEQ_059505,3,3,3,3,0,3,3,3,3,4,3
SEQ_059516,2,2,2,2,1,2,2,1,2,1,2
SEQ_059529,3,0,0,4,0,4,0,0,0,0,1
SEQ_059534,4,1,1,0,1,2,1,1,1,1,2
SEQ_059542,2,4,4,3,3,3,3,3,4,2,0
SEQ_059552,3,4,4,4,3,3,2,2,3,4,0
SEQ_059556,3,4,4,4,3,4,3,3,4,3,4
SEQ_059559,4,1,1,4,4,0,0,0,0,4,2
SEQ_059564,0,2,2,1,2,1,1,2,2,2,3
SEQ_059569,3,3,3,3,2,3,3,2,3,2,3
SEQ_059583,4,2,0,4,4,4,4,4,4,0,1
SEQ_059601,4,0,0,3,4,4,3,3,4,0,1
SEQ_059604,3,4,4,3,3,3,3,2,4,4,0
SEQ_059605,1,1,1,1,1,1,1,1,1,1,1
SEQ_059623,1,3,3,2,3,2,2,2,3,0,4
SEQ_059632,1,2,2,1,1,1,1,0,1,2,3
SEQ_059647,2,4,3,2,2,2,2,1,3,3,4
SEQ_059652,0,1,1,1,0,1,0,0,1,0,1
SEQ_059657,2,3,4,1,2,2,1,1,2,3,4
SEQ_059658,3,0,0,4,0,1,0,0,0,0,1
SEQ_059661,3,4,4,4,3,3,2,2,3,4,0
SEQ_059677,1,3,3,2,3,2,2,3,3,2,4
SEQ_059679,3,1,3,3,4,3,3,3,0,4,0
SEQ_059694,4,2,0,0,0,1,0,0,0,1,0
SEQ_059710,0,2,2,1,2,3,2,2,2,2,3
SEQ_059711,2,4,4,3,4,4,4,4,4,4,0
SEQ_059721,1,4,4,4,3,4,3,3,4,3,4
SEQ_059733,3,0,0,4,0,4,4,0,0,4,1
SEQ_059738,4,2,1,4,0,4,4,1,1,0,1
SEQ_059742,3,0,0,3,3,4,4,4,4,3,4
SEQ_059744,3,0,0,4,4,4,4,4,0,3,4
SEQ_059746,0,2,2,1,2,1,1,1,2,1,3
SEQ_059749,4,0,0,0,4,0,4,4,0,4,0
SEQ_059753,4,2,0,0,0,1,0,0,0,1,0
SEQ_059757,2,3,3,2,2,2,2,1,2,3,4
SEQ_059759,3,1,0,3,4,3,4,0,0,4,0
SEQ_059762,1,3,3,1,1,3,2,2,2,1,2
SEQ_059772,0,0,0,0,4,0,0,0,0,4,0
SEQ_059774,2,3,2,2,2,3,2,2,2,3,2
SEQ_059784,3,4,4,4,3,3,2,2,3,4,0
SEQ_059799,2,0,0,0,4,0,4,4,0,4,0
SEQ_059804,1,4,3,1,2,1,1,4,3,2,3
SEQ_059805,1,2,1,1,1,2,1,1,1,2,1
SEQ_059810,3,1,0,3,4,3,4,0,0,4,0
SEQ_059815,0,3,3,3,2,3,2,2,3,2,3
SEQ_059826,0,1,1,4,0,0,4,4,0,1,2
SEQ_059827,3,4,4,4,3,4,3,3,4,3,4
SEQ_059831,0,1,1,0,0,0,0,4,0,1,2
SEQ_059839,1,1,1,1,0,1,0,0,1,0,1
SEQ_059840,2,3,4,1,2,2,1,1,2,3,4
SEQ_059845,4,1,1,3,4,3,0,0,0,4,0
SEQ_059854,0,2,2,1,2,1,1,1,2,1,3
SEQ_059856,3,0,0,4,0,1,0,0,0,0,1
SEQ_059878,0,3,1,0,0,0,0,0,1,1,2
SEQ_059891,3,1,1,0,0,1,0,0,1,0,1
SEQ_059895,4,1,1,0,1,2,1,1,1,1,2
SEQ_059899,3,3,3,3,0,3,3,3,3,4,3
SEQ_059904,1,3,3,2,3,2,2,3,3,2,4
SEQ_059918,4,4,4,4,3,4,4,4,4,3,4
SEQ_059919,2,4,3,2,2,2,2,1,3,3,4
SEQ_059921,2,2,2,2,2,2,2,2,2,2,2
SEQ_059931,1,1,1,1,1,1,1,1,1,1,1
SEQ_059933,3,4,3,3,3,4,3,3,3,4,3
SEQ_059953,4,2,1,4,0,4,4,1,1,0,1
SEQ_059961,2,2,2,2,1,2,1,1,2,1,2
SEQ_059963,3,0,0,4,0,1,0,0,0,0,1
